customer_id,customer_city,customer_state_province,customer_country,birthdate,marital_status,yearly_income,gender,num_children_at_home,education,acct_open_date,member_card
8795,Concord,Washington,USA,1942.08.03,S,$90K - $110K,F,0,Partial High School,1991.06.28,Bronze
8796,Santa Monica,Washington,USA,1976.10.23,M,$130K - $150K,M,3,Partial High School,1992.05.07,Golden
8797,Beaverton,Oregon,USA,1932.02.25,M,$110K - $130K,M,3,High School Degree,1993.05.08,Golden
8798,Los Angeles,Washington,USA,1953.05.18,M,$30K - $50K,M,0,High School Degree,1993.12.15,Bronze
8799,Burnaby,British Columbia,Canada,1911.03.18,M,$10K - $30K,F,2,Partial High School,1990.09.13,Normal
8800,Issaquah,Washington,USA,1944.07.03,M,$90K - $110K,M,0,High School Degree,1990.10.19,Bronze
8801,San Carlos,Washington,USA,1956.05.15,M,$70K - $90K,M,4,Graduate Degree,1991.04.21,Silver
8802,San Carlos,Washington,USA,1911.06.04,M,$70K - $90K,F,1,Bachelors Degree,1994.09.07,Silver
8803,Daly City,Washington,USA,1977.09.26,M,$130K - $150K,F,2,High School Degree,1992.05.28,Bronze
8804,Sooke,British Columbia,Canada,1962.11.23,M,$110K - $130K,M,3,High School Degree,1991.02.14,Golden
8805,Arcadia,Washington,USA,1935.07.24,S,$90K - $110K,M,0,High School Degree,1992.09.08,Bronze
8806,Redmond,Washington,USA,1965.07.09,S,$10K - $30K,M,0,Partial High School,1993.01.25,Normal
8807,Santa Cruz,Washington,USA,1952.11.19,S,$10K - $30K,M,0,Partial High School,1992.06.15,Normal
8808,Berkeley,Washington,USA,1937.04.08,S,$30K - $50K,F,0,High School Degree,1993.03.04,Bronze
8809,Ballard,Washington,USA,1952.02.08,M,$10K - $30K,F,4,Partial High School,1991.05.27,Normal
8810,Newport Beach,Washington,USA,1929.03.01,M,$50K - $70K,M,0,Bachelors Degree,1990.03.11,Bronze
8811,Victoria,British Columbia,Canada,1953.02.05,M,$90K - $110K,M,2,Graduate Degree,1993.09.09,Bronze
8812,National City,Washington,USA,1949.12.22,S,$70K - $90K,F,0,Partial High School,1993.04.13,Bronze
8813,San Andres,Mexico DF,Mexico,1919.04.08,M,$30K - $50K,F,0,Partial College,1993.12.13,Silver
8814,Albany,Oregon,USA,1972.03.25,M,$30K - $50K,M,2,High School Degree,1991.07.02,Silver
8815,Burbank,Washington,USA,1975.11.07,M,$10K - $30K,F,2,Partial High School,1991.01.24,Normal
8816,West Covina,Washington,USA,1969.12.16,M,$30K - $50K,F,0,High School Degree,1993.01.11,Bronze
8817,Vancouver,British Columbia,Canada,1943.06.25,S,$130K - $150K,F,0,High School Degree,1992.11.27,Silver
8818,Seattle,Washington,USA,1930.03.12,S,$30K - $50K,M,0,Partial High School,1992.02.10,Bronze
8819,Guadalajara,Jalisco,Mexico,1970.06.14,S,$50K - $70K,M,0,Bachelors Degree,1992.08.12,Bronze
8820,Concord,Washington,USA,1917.04.09,S,$50K - $70K,M,0,Bachelors Degree,1992.07.14,Bronze
8821,Orizaba,Veracruz,Mexico,1922.08.07,M,$30K - $50K,F,1,High School Degree,1992.03.17,Bronze
8822,Tlaxiaco,Oaxaca,Mexico,1926.07.28,S,$50K - $70K,F,0,Bachelors Degree,1991.10.25,Bronze
8823,Altadena,Washington,USA,1945.08.08,S,$10K - $30K,M,0,Partial High School,1991.12.13,Normal
8824,Seattle,Washington,USA,1962.09.21,S,$90K - $110K,F,0,Graduate Degree,1990.05.26,Bronze
8825,Mexico City,Mexico DF,Mexico,1951.06.02,S,$70K - $90K,M,0,Bachelors Degree,1990.03.19,Bronze
8826,Novato,Washington,USA,1948.12.09,M,$130K - $150K,M,1,Graduate Degree,1992.12.11,Bronze
8827,Ladner,British Columbia,Canada,1946.10.21,S,$150K +,M,0,Partial High School,1993.04.07,Silver
8828,Oak Bay,British Columbia,Canada,1974.05.08,S,$30K - $50K,M,0,Partial College,1991.10.19,Bronze
8829,National City,Washington,USA,1936.05.16,M,$50K - $70K,M,0,Bachelors Degree,1991.02.14,Bronze
8830,Redwood City,Washington,USA,1951.12.03,S,$30K - $50K,F,0,High School Degree,1990.03.16,Bronze
8831,Shawnee,British Columbia,Canada,1916.05.09,M,$50K - $70K,F,3,Bachelors Degree,1991.07.21,Golden
8832,Fremont,Washington,USA,1954.05.26,S,$30K - $50K,M,0,High School Degree,1991.04.06,Bronze
8833,Torrance,Washington,USA,1948.04.22,M,$70K - $90K,M,1,Graduate Degree,1992.02.03,Bronze
8834,Torrance,Washington,USA,1979.01.17,M,$10K - $30K,M,1,Partial High School,1991.05.17,Normal
8835,Burlingame,Washington,USA,1915.03.13,M,$70K - $90K,F,1,Graduate Degree,1993.07.17,Bronze
8836,Victoria,British Columbia,Canada,1964.08.05,S,$110K - $130K,M,0,High School Degree,1992.06.28,Bronze
8837,Lake Oswego,Oregon,USA,1943.12.11,S,$30K - $50K,F,0,High School Degree,1993.07.16,Bronze
8838,N. Vancouver,British Columbia,Canada,1979.07.02,M,$50K - $70K,F,0,Bachelors Degree,1993.03.28,Bronze
8839,Lincoln Acres,Washington,USA,1948.01.23,M,$30K - $50K,F,1,Partial College,1992.04.24,Bronze
8840,Puyallup,Washington,USA,1939.02.17,S,$30K - $50K,F,0,High School Degree,1993.04.07,Bronze
8841,Corvallis,Oregon,USA,1960.07.22,M,$10K - $30K,M,1,Partial High School,1991.02.08,Normal
8842,San Francisco,Washington,USA,1931.12.10,M,$30K - $50K,F,1,Partial High School,1990.04.14,Bronze
8843,Corvallis,Oregon,USA,1947.10.05,S,$30K - $50K,M,0,High School Degree,1992.06.20,Bronze
8844,Lebanon,Oregon,USA,1937.01.17,S,$30K - $50K,F,0,High School Degree,1992.09.02,Bronze
8845,Pomona,Washington,USA,1931.08.22,S,$10K - $30K,M,0,Bachelors Degree,1994.09.22,Normal
8846,Camacho,Zacatecas,Mexico,1977.12.07,S,$50K - $70K,M,0,Bachelors Degree,1992.09.05,Bronze
8847,Coronado,Washington,USA,1974.01.10,S,$10K - $30K,F,0,Partial High School,1991.10.05,Normal
8848,San Carlos,Washington,USA,1917.01.08,S,$50K - $70K,M,0,Partial College,1993.03.14,Bronze
8849,Oregon City,Oregon,USA,1954.10.12,S,$30K - $50K,M,0,Partial College,1992.09.09,Normal
8850,Beaverton,Oregon,USA,1936.01.20,M,$30K - $50K,F,1,High School Degree,1993.06.24,Bronze
8851,Glendale,Washington,USA,1912.11.01,M,$50K - $70K,M,2,Bachelors Degree,1993.05.21,Bronze
8852,Grossmont,Washington,USA,1923.02.17,S,$10K - $30K,F,0,Partial High School,1991.03.22,Normal
8853,Burien,Washington,USA,1934.02.21,M,$70K - $90K,F,4,Graduate Degree,1991.03.19,Bronze
8854,Anacortes,Washington,USA,1932.05.09,M,$70K - $90K,F,2,High School Degree,1993.06.28,Bronze
8855,Berkeley,Washington,USA,1945.10.11,M,$10K - $30K,M,1,Partial High School,1994.04.21,Normal
8856,Guadalajara,Jalisco,Mexico,1967.06.02,S,$150K +,M,0,Bachelors Degree,1993.01.02,Silver
8857,Ladner,British Columbia,Canada,1951.08.05,M,$30K - $50K,M,1,Bachelors Degree,1993.07.27,Bronze
8858,Lakewood,Washington,USA,1970.04.25,M,$50K - $70K,M,2,Bachelors Degree,1990.08.14,Bronze
8859,Marysville,Washington,USA,1950.03.20,S,$70K - $90K,F,0,Graduate Degree,1992.07.15,Golden
8860,Tacoma,Washington,USA,1914.05.13,M,$30K - $50K,M,3,High School Degree,1993.06.21,Golden
8861,Langford,British Columbia,Canada,1940.09.15,M,$70K - $90K,M,0,Partial High School,1992.05.25,Silver
8862,Oregon City,Oregon,USA,1960.12.08,S,$30K - $50K,M,0,High School Degree,1991.01.05,Bronze
8863,Santa Monica,Washington,USA,1919.09.09,M,$70K - $90K,F,1,Bachelors Degree,1993.10.03,Bronze
8864,Torrance,Washington,USA,1964.05.04,M,$70K - $90K,M,0,Bachelors Degree,1993.11.09,Golden
8865,Santa Fe,Mexico DF,Mexico,1963.11.05,S,$10K - $30K,M,0,Partial High School,1990.05.11,Normal
8866,Sedro Woolley,Washington,USA,1919.12.22,M,$10K - $30K,F,1,Partial High School,1992.07.13,Normal
8867,Santa Fe,Mexico DF,Mexico,1927.07.27,M,$10K - $30K,F,3,Partial High School,1991.06.18,Normal
8868,Burlingame,Washington,USA,1970.06.13,S,$90K - $110K,F,0,Bachelors Degree,1993.08.23,Bronze
8869,Royal Oak,British Columbia,Canada,1943.02.14,M,$30K - $50K,F,0,Partial High School,1990.05.17,Bronze
8870,Merida,Yucatan,Mexico,1915.05.11,S,$70K - $90K,M,0,Bachelors Degree,1990.11.20,Bronze
8871,Beverly Hills,Washington,USA,1960.06.10,M,$30K - $50K,F,5,High School Degree,1993.05.11,Golden
8872,Spring Valley,Washington,USA,1945.10.25,S,$50K - $70K,F,0,Bachelors Degree,1990.01.26,Silver
8873,Tixapan,Mexico DF,Mexico,1960.08.25,S,$30K - $50K,F,0,Partial College,1992.03.22,Silver
8874,Mill Valley,Washington,USA,1937.09.19,M,$50K - $70K,M,1,Bachelors Degree,1991.12.06,Bronze
8875,Haney,British Columbia,Canada,1961.08.22,S,$50K - $70K,M,0,Bachelors Degree,1994.04.21,Bronze
8876,Newton,British Columbia,Canada,1957.07.13,M,$90K - $110K,M,2,Graduate Degree,1994.05.05,Bronze
8877,Vancouver,British Columbia,Canada,1945.07.12,S,$30K - $50K,M,0,Bachelors Degree,1992.01.03,Bronze
8878,Anacortes,Washington,USA,1927.06.02,M,$10K - $30K,M,3,Bachelors Degree,1994.05.08,Normal
8879,Langford,British Columbia,Canada,1930.03.11,M,$50K - $70K,F,2,Bachelors Degree,1990.02.14,Silver
8880,Tlaxiaco,Oaxaca,Mexico,1937.07.03,S,$10K - $30K,F,0,Partial High School,1992.10.17,Normal
8881,Glendale,Washington,USA,1968.09.02,M,$70K - $90K,F,1,Bachelors Degree,1991.12.17,Bronze
8882,Burbank,Washington,USA,1956.07.15,S,$30K - $50K,F,0,High School Degree,1991.02.26,Bronze
8883,Santa Cruz,Washington,USA,1938.02.02,S,$30K - $50K,F,0,Partial College,1991.06.18,Bronze
8884,Los Angeles,Washington,USA,1943.08.12,S,$50K - $70K,M,0,Bachelors Degree,1992.08.04,Bronze
8885,West Covina,Washington,USA,1960.04.21,M,$10K - $30K,F,2,Partial High School,1991.04.06,Normal
8886,Milwaukie,Oregon,USA,1952.11.05,S,$150K +,M,0,Partial High School,1993.03.21,Silver
8887,Puyallup,Washington,USA,1971.11.12,M,$70K - $90K,F,0,Bachelors Degree,1990.08.20,Silver
8888,Edmonds,Washington,USA,1970.04.11,M,$30K - $50K,M,1,High School Degree,1993.12.06,Bronze
8889,Beaverton,Oregon,USA,1959.01.19,S,$110K - $130K,F,0,Bachelors Degree,1993.10.26,Bronze
8890,San Andres,Mexico DF,Mexico,1968.10.10,S,$30K - $50K,M,0,High School Degree,1990.05.07,Bronze
8891,Beaverton,Oregon,USA,1954.05.11,S,$30K - $50K,F,0,Partial College,1991.08.03,Bronze
8892,Woodburn,Oregon,USA,1912.11.26,S,$50K - $70K,M,0,Bachelors Degree,1993.03.15,Silver
8893,Downey,Washington,USA,1944.11.06,S,$10K - $30K,M,0,Partial High School,1993.06.10,Normal
8894,Orizaba,Veracruz,Mexico,1958.07.20,S,$30K - $50K,M,0,Partial High School,1993.10.23,Bronze
8895,Vancouver,British Columbia,Canada,1923.11.26,S,$10K - $30K,F,0,Partial High School,1991.08.09,Normal
8896,Palo Alto,Washington,USA,1962.12.16,M,$110K - $130K,F,1,Graduate Degree,1994.02.10,Golden
8897,Milwaukie,Oregon,USA,1955.10.12,S,$50K - $70K,M,0,Bachelors Degree,1991.11.07,Normal
8898,Lake Oswego,Oregon,USA,1917.07.07,M,$70K - $90K,F,0,Graduate Degree,1994.12.25,Silver
8899,Arcadia,Washington,USA,1919.07.06,M,$70K - $90K,M,1,Bachelors Degree,1991.11.13,Bronze
8900,Haney,British Columbia,Canada,1968.01.25,M,$70K - $90K,M,1,Graduate Degree,1994.10.24,Bronze
8901,Albany,Oregon,USA,1947.05.04,M,$90K - $110K,M,1,Graduate Degree,1991.03.23,Bronze
8902,Bremerton,Washington,USA,1913.11.23,M,$10K - $30K,M,0,Partial High School,1992.10.08,Normal
8903,Daly City,Washington,USA,1964.08.27,S,$30K - $50K,M,0,Partial College,1991.11.04,Golden
8904,Tixapan,Mexico DF,Mexico,1943.06.10,S,$30K - $50K,F,0,High School Degree,1991.03.27,Golden
8905,Westminster,British Columbia,Canada,1964.11.16,M,$30K - $50K,M,3,High School Degree,1993.01.02,Golden
8906,Portland,Oregon,USA,1935.05.04,M,$30K - $50K,M,2,Partial College,1992.03.07,Bronze
8907,Port Orchard,Washington,USA,1965.11.13,M,$130K - $150K,F,2,Bachelors Degree,1991.02.27,Silver
8908,Sedro Woolley,Washington,USA,1955.02.25,S,$30K - $50K,F,0,Partial High School,1991.05.09,Bronze
8909,Port Hammond,British Columbia,Canada,1949.09.03,S,$30K - $50K,F,0,High School Degree,1993.08.13,Bronze
8910,Kirkland,Washington,USA,1937.05.25,S,$30K - $50K,M,0,Partial High School,1991.08.23,Bronze
8911,El Cajon,Washington,USA,1934.06.01,M,$10K - $30K,M,2,Partial High School,1990.06.12,Normal
8912,San Gabriel,Washington,USA,1935.03.15,S,$50K - $70K,F,0,Bachelors Degree,1993.02.05,Bronze
8913,Metchosin,British Columbia,Canada,1972.12.19,M,$90K - $110K,M,1,High School Degree,1991.07.12,Bronze
8914,Lynnwood,Washington,USA,1966.05.12,M,$10K - $30K,F,0,Partial High School,1991.01.16,Normal
8915,Hidalgo,Zacatecas,Mexico,1930.01.09,S,$10K - $30K,M,0,Partial High School,1991.11.13,Normal
8916,Beaverton,Oregon,USA,1941.03.25,S,$10K - $30K,M,0,Partial High School,1993.10.05,Normal
8917,El Cajon,Washington,USA,1952.03.28,M,$90K - $110K,M,2,Bachelors Degree,1992.10.02,Bronze
8918,Altadena,Washington,USA,1942.05.02,S,$10K - $30K,M,0,Partial High School,1991.02.10,Normal
8919,Albany,Oregon,USA,1955.10.04,S,$130K - $150K,M,0,High School Degree,1991.11.04,Bronze
8920,San Jose,Washington,USA,1978.07.22,S,$10K - $30K,F,0,Partial High School,1994.08.11,Normal
8921,Salem,Oregon,USA,1961.08.25,S,$70K - $90K,M,0,Bachelors Degree,1994.02.10,Normal
8922,Woodland Hills,Washington,USA,1976.02.21,S,$10K - $30K,F,0,Partial High School,1991.09.21,Normal
8923,National City,Washington,USA,1968.04.28,M,$10K - $30K,F,2,Partial College,1992.05.11,Normal
8924,La Mesa,Washington,USA,1920.03.10,M,$30K - $50K,M,4,High School Degree,1994.07.02,Golden
8925,La Cruz,Sinaloa,Mexico,1946.07.12,M,$90K - $110K,M,4,High School Degree,1994.04.18,Golden
8926,Burien,Washington,USA,1966.10.05,S,$70K - $90K,M,0,Partial High School,1990.03.10,Bronze
8927,N. Vancouver,British Columbia,Canada,1925.07.05,S,$30K - $50K,M,0,Partial High School,1991.08.24,Bronze
8928,Merida,Yucatan,Mexico,1970.04.27,M,$10K - $30K,M,0,Partial High School,1992.01.13,Normal
8929,Santa Monica,Washington,USA,1970.09.02,M,$10K - $30K,M,5,Partial High School,1993.11.04,Normal
8930,Santa Monica,Washington,USA,1925.10.18,M,$30K - $50K,M,0,High School Degree,1991.05.17,Bronze
8931,Richmond,Washington,USA,1933.06.23,M,$30K - $50K,M,1,Partial High School,1993.12.11,Golden
8932,San Andres,Mexico DF,Mexico,1976.04.10,S,$10K - $30K,M,0,Partial High School,1992.06.27,Normal
8933,Lakewood,Washington,USA,1961.04.21,S,$10K - $30K,M,0,Partial High School,1993.03.21,Normal
8934,Pomona,Washington,USA,1921.03.07,S,$50K - $70K,F,0,Bachelors Degree,1994.03.27,Bronze
8935,Everett,Washington,USA,1966.04.06,M,$10K - $30K,M,1,Partial High School,1993.11.01,Normal
8936,Bellingham,Washington,USA,1951.09.22,S,$10K - $30K,M,0,Partial High School,1993.05.06,Normal
8937,Woodland Hills,Washington,USA,1978.10.06,M,$10K - $30K,M,1,Partial High School,1991.07.02,Normal
8938,Sooke,British Columbia,Canada,1943.08.15,S,$10K - $30K,F,0,Bachelors Degree,1990.10.10,Normal
8939,Westminster,British Columbia,Canada,1967.07.19,M,$30K - $50K,M,2,Bachelors Degree,1994.05.09,Bronze
8940,Langley,British Columbia,Canada,1963.05.09,S,$10K - $30K,M,0,Partial High School,1993.04.23,Normal
8941,Edmonds,Washington,USA,1963.08.20,M,$130K - $150K,M,1,High School Degree,1992.11.21,Bronze
8942,Long Beach,Washington,USA,1945.08.10,M,$30K - $50K,M,2,High School Degree,1993.04.26,Silver
8943,La Cruz,Sinaloa,Mexico,1936.02.07,S,$30K - $50K,F,0,High School Degree,1993.09.21,Bronze
8944,Oakland,Washington,USA,1943.05.27,S,$90K - $110K,F,0,Bachelors Degree,1991.09.08,Normal
8945,Yakima,Washington,USA,1975.07.25,S,$30K - $50K,F,0,Partial High School,1990.11.08,Bronze
8946,Yakima,Washington,USA,1974.08.23,S,$130K - $150K,M,0,Graduate Degree,1991.01.17,Golden
8947,Bremerton,Washington,USA,1944.11.25,S,$50K - $70K,M,0,High School Degree,1990.04.09,Normal
8948,Lincoln Acres,Washington,USA,1949.06.09,S,$30K - $50K,M,0,High School Degree,1991.06.08,Bronze
8949,Ladner,British Columbia,Canada,1966.02.18,M,$30K - $50K,F,2,Partial College,1994.10.26,Bronze
8950,Sooke,British Columbia,Canada,1963.04.24,M,$30K - $50K,F,1,Partial College,1993.09.13,Bronze
8951,Imperial Beach,Washington,USA,1912.05.04,M,$10K - $30K,M,1,Partial High School,1994.03.12,Normal
8952,Orizaba,Veracruz,Mexico,1941.08.28,S,$110K - $130K,M,0,Partial High School,1993.07.25,Bronze
8953,Coronado,Washington,USA,1918.03.25,S,$30K - $50K,M,0,Partial College,1993.05.18,Bronze
8954,Beverly Hills,Washington,USA,1927.12.16,S,$130K - $150K,F,0,Graduate Degree,1994.11.26,Bronze
8955,Langford,British Columbia,Canada,1913.07.17,S,$90K - $110K,M,0,Partial High School,1991.03.22,Bronze
8956,Metchosin,British Columbia,Canada,1941.02.05,S,$10K - $30K,F,0,Partial High School,1992.09.07,Normal
8957,Imperial Beach,Washington,USA,1973.02.12,M,$50K - $70K,F,0,High School Degree,1992.07.26,Bronze
8958,Walla Walla,Washington,USA,1918.09.27,M,$10K - $30K,M,4,Partial High School,1992.10.12,Normal
8959,Santa Cruz,Washington,USA,1952.02.05,S,$30K - $50K,M,0,High School Degree,1994.12.05,Bronze
8960,Port Orchard,Washington,USA,1921.02.22,M,$150K +,M,2,Graduate Degree,1994.08.16,Golden
8961,Royal Oak,British Columbia,Canada,1927.04.02,S,$10K - $30K,F,0,Partial High School,1991.07.13,Normal
8962,Royal Oak,British Columbia,Canada,1946.09.13,S,$50K - $70K,M,0,Graduate Degree,1993.05.20,Bronze
8963,Puyallup,Washington,USA,1960.11.23,M,$10K - $30K,M,2,Partial High School,1991.07.20,Normal
8964,Haney,British Columbia,Canada,1927.03.04,M,$70K - $90K,M,4,Bachelors Degree,1994.06.03,Golden
8965,Burlingame,Washington,USA,1976.06.10,S,$130K - $150K,M,0,Bachelors Degree,1991.10.03,Bronze
8966,Bremerton,Washington,USA,1934.01.15,S,$50K - $70K,F,0,Bachelors Degree,1991.07.14,Bronze
8967,N. Vancouver,British Columbia,Canada,1915.09.19,S,$30K - $50K,M,0,High School Degree,1993.08.10,Bronze
8968,Milwaukie,Oregon,USA,1976.09.13,S,$10K - $30K,M,0,Partial High School,1990.09.20,Normal
8969,Santa Monica,Washington,USA,1915.12.07,S,$50K - $70K,F,0,Bachelors Degree,1992.04.10,Bronze
8970,Walla Walla,Washington,USA,1968.09.06,S,$10K - $30K,F,0,Partial High School,1991.09.27,Normal
8971,Richmond,Washington,USA,1916.11.05,M,$10K - $30K,M,0,Partial High School,1990.08.19,Normal
8972,Mill Valley,Washington,USA,1976.03.17,M,$70K - $90K,M,1,High School Degree,1994.11.02,Bronze
8973,Camacho,Zacatecas,Mexico,1970.10.21,S,$30K - $50K,F,0,High School Degree,1993.03.05,Bronze
8974,Royal Oak,British Columbia,Canada,1959.06.17,M,$70K - $90K,F,2,Graduate Degree,1990.03.15,Bronze
8975,Everett,Washington,USA,1956.06.20,M,$50K - $70K,F,3,Partial College,1993.06.02,Golden
8976,Salem,Oregon,USA,1956.03.07,M,$10K - $30K,F,0,Partial High School,1991.11.11,Normal
8977,Beverly Hills,Washington,USA,1924.01.11,M,$50K - $70K,M,0,Bachelors Degree,1991.08.16,Bronze
8978,Concord,Washington,USA,1917.06.03,M,$110K - $130K,F,0,Partial High School,1991.03.20,Bronze
8979,La Jolla,Washington,USA,1951.02.27,S,$50K - $70K,F,0,Bachelors Degree,1991.02.17,Golden
8980,Metchosin,British Columbia,Canada,1962.04.16,M,$30K - $50K,M,1,High School Degree,1991.08.25,Bronze
8981,Burbank,Washington,USA,1973.04.20,M,$30K - $50K,F,3,High School Degree,1991.08.22,Golden
8982,Downey,Washington,USA,1913.10.19,S,$50K - $70K,M,0,Bachelors Degree,1993.12.04,Bronze
8983,Anacortes,Washington,USA,1926.04.21,S,$50K - $70K,F,0,Bachelors Degree,1990.01.08,Bronze
8984,Beverly Hills,Washington,USA,1949.11.12,M,$70K - $90K,F,2,Bachelors Degree,1993.09.15,Bronze
8985,Daly City,Washington,USA,1932.02.15,M,$30K - $50K,F,2,High School Degree,1993.03.26,Silver
8986,Oak Bay,British Columbia,Canada,1935.03.27,S,$150K +,F,0,Partial High School,1994.01.02,Silver
8987,Grossmont,Washington,USA,1927.06.07,S,$50K - $70K,M,0,Partial College,1991.11.03,Golden
8988,Richmond,British Columbia,Canada,1961.08.27,S,$70K - $90K,F,0,Bachelors Degree,1993.10.10,Silver
8989,Santa Anita,Mexico DF,Mexico,1917.11.02,M,$130K - $150K,F,2,Graduate Degree,1993.10.10,Bronze
8990,Burien,Washington,USA,1926.11.11,S,$30K - $50K,F,0,Partial College,1993.06.18,Bronze
8991,Bellflower,Washington,USA,1967.12.22,S,$70K - $90K,F,0,Bachelors Degree,1991.04.15,Bronze
8992,Kirkland,Washington,USA,1929.05.06,S,$50K - $70K,F,0,Bachelors Degree,1991.07.05,Bronze
8993,San Diego,Washington,USA,1929.11.08,M,$10K - $30K,F,2,Partial High School,1992.10.24,Normal
8994,Puyallup,Washington,USA,1954.12.24,M,$90K - $110K,M,3,Bachelors Degree,1993.06.23,Golden
8995,Sooke,British Columbia,Canada,1962.07.02,M,$130K - $150K,F,0,Partial High School,1991.02.17,Bronze
8996,Richmond,Washington,USA,1942.03.24,M,$10K - $30K,F,1,Partial High School,1993.05.22,Golden
8997,Haney,British Columbia,Canada,1914.11.25,S,$50K - $70K,M,0,Bachelors Degree,1991.04.27,Bronze
8998,Seattle,Washington,USA,1944.11.11,M,$10K - $30K,F,1,Partial High School,1992.04.06,Normal
8999,San Jose,Washington,USA,1931.04.21,M,$70K - $90K,F,2,Bachelors Degree,1991.01.08,Bronze
9000,Issaquah,Washington,USA,1916.08.09,M,$10K - $30K,M,0,Partial High School,1991.06.12,Normal
9001,Vancouver,British Columbia,Canada,1931.06.09,S,$10K - $30K,F,0,Partial High School,1993.08.08,Normal
9002,San Carlos,Washington,USA,1978.07.03,S,$70K - $90K,F,0,Bachelors Degree,1992.06.19,Bronze
9003,Oak Bay,British Columbia,Canada,1932.06.06,S,$50K - $70K,F,0,Bachelors Degree,1992.03.14,Golden
9004,Sooke,British Columbia,Canada,1928.04.24,S,$30K - $50K,M,0,High School Degree,1992.02.02,Bronze
9005,La Mesa,Washington,USA,1916.05.23,M,$50K - $70K,M,0,Bachelors Degree,1993.06.16,Bronze
9006,Olympia,Washington,USA,1969.04.13,M,$30K - $50K,F,0,High School Degree,1992.02.05,Bronze
9007,Oakland,Washington,USA,1960.09.11,S,$30K - $50K,M,0,High School Degree,1991.06.27,Bronze
9008,Burien,Washington,USA,1966.02.03,S,$10K - $30K,M,0,Partial High School,1993.07.14,Normal
9009,N. Vancouver,British Columbia,Canada,1940.07.13,S,$30K - $50K,M,0,High School Degree,1992.05.03,Bronze
9010,N. Vancouver,British Columbia,Canada,1919.04.12,M,$50K - $70K,M,4,Bachelors Degree,1992.07.12,Golden
9011,Concord,Washington,USA,1959.06.15,M,$70K - $90K,F,5,Partial High School,1991.02.17,Golden
9012,National City,Washington,USA,1977.04.09,M,$30K - $50K,F,2,High School Degree,1992.04.04,Silver
9013,Beaverton,Oregon,USA,1911.08.07,M,$130K - $150K,M,4,High School Degree,1991.08.22,Golden
9014,Lebanon,Oregon,USA,1915.07.01,S,$50K - $70K,F,0,Partial College,1994.08.09,Bronze
9015,Burnaby,British Columbia,Canada,1922.05.25,S,$50K - $70K,F,0,Bachelors Degree,1991.01.08,Bronze
9016,Yakima,Washington,USA,1951.09.21,M,$50K - $70K,M,0,Bachelors Degree,1993.02.10,Bronze
9017,Renton,Washington,USA,1928.03.18,M,$10K - $30K,F,2,Partial High School,1993.04.14,Normal
9018,Guadalajara,Jalisco,Mexico,1937.12.09,M,$10K - $30K,M,0,Partial High School,1991.09.22,Normal
9019,Newport Beach,Washington,USA,1923.07.10,M,$50K - $70K,M,2,Bachelors Degree,1992.01.18,Bronze
9020,Pomona,Washington,USA,1963.05.09,M,$110K - $130K,M,3,High School Degree,1990.01.10,Silver
9021,Arcadia,Washington,USA,1913.02.05,S,$10K - $30K,M,0,Partial High School,1991.05.05,Golden
9022,El Cajon,Washington,USA,1928.09.20,S,$130K - $150K,F,0,High School Degree,1991.08.18,Bronze
9023,La Mesa,Washington,USA,1963.02.26,S,$30K - $50K,M,0,Partial College,1993.12.26,Bronze
9024,Beverly Hills,Washington,USA,1931.03.15,M,$50K - $70K,F,0,Bachelors Degree,1993.09.11,Bronze
9025,Albany,Oregon,USA,1937.04.22,M,$50K - $70K,F,3,Bachelors Degree,1990.07.08,Golden
9026,Corvallis,Oregon,USA,1968.01.17,S,$30K - $50K,M,0,High School Degree,1992.05.15,Bronze
9027,Torrance,Washington,USA,1970.12.17,S,$50K - $70K,M,0,Bachelors Degree,1991.08.14,Bronze
9028,Oak Bay,British Columbia,Canada,1950.06.08,S,$30K - $50K,M,0,High School Degree,1993.06.25,Normal
9029,Port Orchard,Washington,USA,1916.07.04,S,$10K - $30K,M,0,Partial High School,1993.04.03,Normal
9030,Marysville,Washington,USA,1952.02.22,S,$50K - $70K,M,0,Bachelors Degree,1993.08.04,Bronze
9031,Cliffside,British Columbia,Canada,1933.10.27,S,$130K - $150K,F,0,Partial High School,1992.01.11,Bronze
9032,Albany,Oregon,USA,1924.11.20,S,$30K - $50K,F,0,High School Degree,1993.02.21,Bronze
9033,Bellflower,Washington,USA,1945.05.26,M,$50K - $70K,F,3,Bachelors Degree,1991.08.11,Silver
9034,Langley,British Columbia,Canada,1916.10.14,S,$30K - $50K,M,0,High School Degree,1990.01.28,Bronze
9035,Palo Alto,Washington,USA,1934.02.12,M,$30K - $50K,F,1,High School Degree,1993.12.21,Bronze
9036,Victoria,British Columbia,Canada,1936.07.08,S,$10K - $30K,M,0,Partial High School,1993.03.03,Normal
9037,Orizaba,Veracruz,Mexico,1930.03.13,M,$10K - $30K,F,1,Partial High School,1991.04.22,Normal
9038,Port Hammond,British Columbia,Canada,1977.07.25,S,$50K - $70K,M,0,Bachelors Degree,1991.03.08,Bronze
9039,Altadena,Washington,USA,1974.08.28,M,$10K - $30K,M,1,Partial High School,1991.04.09,Normal
9040,Spokane,Washington,USA,1974.05.15,S,$30K - $50K,F,0,High School Degree,1993.08.17,Golden
9041,Daly City,Washington,USA,1942.03.19,M,$30K - $50K,F,0,High School Degree,1991.03.12,Bronze
